image,class,xmin,ymin,xmax,ymax
images\Spur\10_spur_03.jpg,spur,1781,1199,1866,1279
images\Spur\10_spur_04.jpg,spur,1127,719,1236,809
images\Spur\10_spur_04.jpg,spur,1042,1035,1123,1150
images\Spur\10_spur_04.jpg,spur,1682,556,1787,644
images\Spur\10_spur_04.jpg,spur,1517,1290,1585,1388
images\Spur\10_spur_04.jpg,spur,977,1427,1042,1516
images\Spur\10_spur_05.jpg,spur,1258,889,1334,999
images\Spur\10_spur_05.jpg,spur,1826,1754,1977,1819
images\Spur\10_spur_05.jpg,spur,977,429,1058,550
images\Spur\10_spur_05.jpg,spur,1482,1276,1539,1376
images\Spur\10_spur_05.jpg,spur,1666,587,1766,658
images\Spur\11_spur_01.jpg,spur,1512,1014,1596,1131
images\Spur\11_spur_01.jpg,spur,1439,1588,1502,1703
images\Spur\11_spur_01.jpg,spur,925,1476,997,1578
images\Spur\11_spur_01.jpg,spur,1073,678,1153,776
images\Spur\11_spur_01.jpg,spur,768,345,839,426
images\Spur\11_spur_02.jpg,spur,745,339,850,426
images\Spur\11_spur_02.jpg,spur,1057,637,1152,745
images\Spur\11_spur_02.jpg,spur,1491,1063,1563,1155
images\Spur\11_spur_02.jpg,spur,1139,1419,1199,1527
images\Spur\11_spur_02.jpg,spur,430,1299,480,1399
images\Spur\11_spur_03.jpg,spur,766,593,889,678
images\Spur\11_spur_03.jpg,spur,1204,1099,1316,1162
images\Spur\11_spur_03.jpg,spur,1663,1622,1791,1686
images\Spur\11_spur_03.jpg,spur,916,1480,984,1581
images\Spur\11_spur_03.jpg,spur,678,1388,747,1485
images\Spur\11_spur_04.jpg,spur,968,668,1065,745
images\Spur\11_spur_04.jpg,spur,1501,1070,1555,1173
images\Spur\11_spur_04.jpg,spur,770,1162,880,1221
images\Spur\11_spur_04.jpg,spur,552,837,665,916
images\Spur\11_spur_04.jpg,spur,743,590,880,688
images\Spur\11_spur_05.jpg,spur,1171,1093,1329,1158
images\Spur\11_spur_05.jpg,spur,1129,1452,1196,1575
images\Spur\11_spur_05.jpg,spur,1317,1955,1435,2014
images\Spur\11_spur_05.jpg,spur,742,847,855,919
images\Spur\11_spur_05.jpg,spur,955,359,1014,423
images\Spur\11_spur_06.jpg,spur,980,1050,1093,1116
images\Spur\11_spur_06.jpg,spur,1160,1098,1274,1160
images\Spur\11_spur_06.jpg,spur,589,1150,694,1232
images\Spur\11_spur_06.jpg,spur,1129,1486,1211,1603
images\Spur\11_spur_06.jpg,spur,837,129,943,198
images\Spur\11_spur_07.jpg,spur,1081,619,1168,726
images\Spur\11_spur_07.jpg,spur,1432,1576,1514,1694
images\Spur\11_spur_07.jpg,spur,302,850,401,980
images\Spur\11_spur_07.jpg,spur,768,2006,889,2080
images\Spur\11_spur_07.jpg,spur,481,1114,599,1203
images\Spur\11_spur_08.jpg,spur,452,235,576,345
images\Spur\11_spur_08.jpg,spur,307,581,409,701
images\Spur\11_spur_08.jpg,spur,1680,1611,1802,1690
images\Spur\11_spur_08.jpg,spur,1181,837,1281,908
images\Spur\11_spur_08.jpg,spur,1275,332,1412,425
images\Spur\11_spur_09.jpg,spur,1057,642,1124,757
images\Spur\11_spur_09.jpg,spur,1035,375,1148,467
images\Spur\11_spur_09.jpg,spur,1053,1152,1193,1201
images\Spur\11_spur_09.jpg,spur,1514,985,1591,1109
images\Spur\11_spur_09.jpg,spur,289,929,391,1083
images\Spur\11_spur_10.jpg,spur,768,594,893,688
images\Spur\11_spur_10.jpg,spur,325,1094,401,1219
images\Spur\11_spur_10.jpg,spur,666,1944,794,2008
images\Spur\11_spur_10.jpg,spur,725,845,843,911
images\Spur\11_spur_10.jpg,spur,866,331,939,429
images\Spur\12_spur_01.jpg,spur,1687,470,1749,570
images\Spur\12_spur_01.jpg,spur,1055,734,1167,794
images\Spur\12_spur_01.jpg,spur,1775,1228,1891,1277
images\Spur\12_spur_01.jpg,spur,1686,1821,1795,1868
images\Spur\12_spur_01.jpg,spur,887,1615,1007,1668
images\Spur\12_spur_02.jpg,spur,1904,624,1949,708
images\Spur\12_spur_02.jpg,spur,1748,1434,1795,1530
images\Spur\12_spur_02.jpg,spur,379,1617,505,1671
images\Spur\12_spur_02.jpg,spur,1347,2157,1438,2208
images\Spur\12_spur_02.jpg,spur,1958,1819,2067,1868
images\Spur\12_spur_03.jpg,spur,1547,1784,1662,1835
images\Spur\12_spur_03.jpg,spur,2067,1568,2157,1621
images\Spur\12_spur_03.jpg,spur,2371,1668,2415,1766
images\Spur\12_spur_03.jpg,spur,993,1621,1111,1677
images\Spur\12_spur_03.jpg,spur,100,1803,157,1901
images\Spur\12_spur_04.jpg,spur,884,1192,984,1241
images\Spur\12_spur_04.jpg,spur,1271,1064,1371,1112
images\Spur\12_spur_04.jpg,spur,618,1654,715,1694
images\Spur\12_spur_04.jpg,spur,102,1746,157,1848
images\Spur\12_spur_04.jpg,spur,597,1486,698,1537
images\Spur\12_spur_05.jpg,spur,1738,1083,1853,1141
images\Spur\12_spur_05.jpg,spur,1689,597,1760,704
images\Spur\12_spur_05.jpg,spur,949,734,1069,794
images\Spur\12_spur_05.jpg,spur,915,1541,1024,1594
images\Spur\12_spur_05.jpg,spur,1744,1434,1795,1514
images\Spur\12_spur_06.jpg,spur,1689,554,1749,639
images\Spur\12_spur_06.jpg,spur,2227,676,2278,776
images\Spur\12_spur_06.jpg,spur,1757,1237,1866,1288
images\Spur\12_spur_06.jpg,spur,1809,1454,1858,1546
images\Spur\12_spur_06.jpg,spur,462,1614,562,1668
images\Spur\12_spur_07.jpg,spur,1406,748,1453,823
images\Spur\12_spur_07.jpg,spur,1951,644,2007,730
images\Spur\12_spur_07.jpg,spur,1698,1079,1784,1134
images\Spur\12_spur_07.jpg,spur,1486,1575,1571,1621
images\Spur\12_spur_07.jpg,spur,1584,1832,1700,1892
images\Spur\12_spur_08.jpg,spur,1371,903,1431,972
images\Spur\12_spur_08.jpg,spur,922,1619,1027,1675
images\Spur\12_spur_08.jpg,spur,2080,2161,2162,2212
images\Spur\12_spur_08.jpg,spur,1335,2234,1437,2294
images\Spur\12_spur_08.jpg,spur,1891,1817,1987,1877
images\Spur\12_spur_09.jpg,spur,1793,1230,1886,1275
images\Spur\12_spur_09.jpg,spur,2267,421,2317,515
images\Spur\12_spur_09.jpg,spur,849,1808,966,1874
images\Spur\12_spur_09.jpg,spur,1382,1532,1493,1583
images\Spur\12_spur_09.jpg,spur,1362,526,1415,614
images\Spur\12_spur_09.jpg,spur,866,734,962,790
images\Spur\12_spur_10.jpg,spur,1960,697,2007,784
images\Spur\12_spur_10.jpg,spur,2093,1517,2171,1570
images\Spur\12_spur_10.jpg,spur,1211,1790,1298,1835
images\Spur\12_spur_10.jpg,spur,2073,1864,2175,1914
images\Spur\12_spur_10.jpg,spur,1526,1644,1647,1706
images\Spurious_copper\01_spurious_copper_01.jpg,spurious_copper,1639,1052,1711,1100
images\Spurious_copper\01_spurious_copper_01.jpg,spurious_copper,2142,1123,2199,1165
images\Spurious_copper\01_spurious_copper_01.jpg,spurious_copper,782,1096,840,1152
images\Spurious_copper\01_spurious_copper_02.jpg,spurious_copper,1675,394,1732,419
images\Spurious_copper\01_spurious_copper_02.jpg,spurious_copper,1460,1160,1541,1232
images\Spurious_copper\01_spurious_copper_02.jpg,spurious_copper,711,1092,775,1119
images\Spurious_copper\01_spurious_copper_03.jpg,spurious_copper,1539,866,1574,962
images\Spurious_copper\01_spurious_copper_03.jpg,spurious_copper,1854,948,1904,1043
images\Spurious_copper\01_spurious_copper_03.jpg,spurious_copper,1810,1289,1846,1374
images\Spurious_copper\01_spurious_copper_04.jpg,spurious_copper,2134,1138,2212,1168
images\Spurious_copper\01_spurious_copper_04.jpg,spurious_copper,1597,1232,1691,1325
images\Spurious_copper\01_spurious_copper_04.jpg,spurious_copper,2134,724,2190,749
images\Spurious_copper\01_spurious_copper_05.jpg,spurious_copper,537,985,637,1013
images\Spurious_copper\01_spurious_copper_05.jpg,spurious_copper,740,1260,775,1332
images\Spurious_copper\01_spurious_copper_05.jpg,spurious_copper,412,912,468,955
images\Spurious_copper\01_spurious_copper_06.jpg,spurious_copper,751,1023,850,1125
images\Spurious_copper\01_spurious_copper_06.jpg,spurious_copper,1669,663,1732,694
images\Spurious_copper\01_spurious_copper_06.jpg,spurious_copper,2597,467,2653,503
images\Spurious_copper\01_spurious_copper_07.jpg,spurious_copper,2578,741,2642,770
images\Spurious_copper\01_spurious_copper_07.jpg,spurious_copper,2613,863,2648,953
images\Spurious_copper\01_spurious_copper_07.jpg,spurious_copper,1811,861,1961,917
images\Spurious_copper\01_spurious_copper_08.jpg,spurious_copper,1532,1203,1637,1244
images\Spurious_copper\01_spurious_copper_08.jpg,spurious_copper,2696,921,2759,949
images\Spurious_copper\01_spurious_copper_08.jpg,spurious_copper,2189,1056,2315,1179
images\Spurious_copper\01_spurious_copper_09.jpg,spurious_copper,1537,870,1580,990
images\Spurious_copper\01_spurious_copper_09.jpg,spurious_copper,2039,1164,2068,1288
images\Spurious_copper\01_spurious_copper_09.jpg,spurious_copper,1226,1091,1311,1124
images\Spurious_copper\01_spurious_copper_10.jpg,spurious_copper,1611,1356,1730,1407
images\Spurious_copper\01_spurious_copper_10.jpg,spurious_copper,1003,1317,1172,1381
images\Spurious_copper\01_spurious_copper_10.jpg,spurious_copper,1684,321,1729,357
images\Spurious_copper\01_spurious_copper_11.jpg,spurious_copper,714,1051,815,1118
images\Spurious_copper\01_spurious_copper_11.jpg,spurious_copper,1073,1102,1145,1149
images\Spurious_copper\01_spurious_copper_11.jpg,spurious_copper,2795,1209,2837,1328
images\Spurious_copper\01_spurious_copper_12.jpg,spurious_copper,2343,1122,2467,1181
images\Spurious_copper\01_spurious_copper_12.jpg,spurious_copper,2690,1086,2764,1148
images\Spurious_copper\01_spurious_copper_12.jpg,spurious_copper,2731,1213,2813,1300
images\Spurious_copper\01_spurious_copper_13.jpg,spurious_copper,1840,1218,1977,1273
images\Spurious_copper\01_spurious_copper_13.jpg,spurious_copper,2470,572,2534,619
images\Spurious_copper\01_spurious_copper_13.jpg,spurious_copper,2093,269,2205,304
images\Spurious_copper\01_spurious_copper_14.jpg,spurious_copper,1666,612,1746,652
images\Spurious_copper\01_spurious_copper_14.jpg,spurious_copper,743,1190,805,1267
images\Spurious_copper\01_spurious_copper_14.jpg,spurious_copper,1184,1091,1343,1156
images\Spurious_copper\01_spurious_copper_15.jpg,spurious_copper,1375,1112,1456,1180
images\Spurious_copper\01_spurious_copper_15.jpg,spurious_copper,602,995,641,1061
images\Spurious_copper\01_spurious_copper_15.jpg,spurious_copper,417,911,467,960
images\Spurious_copper\01_spurious_copper_16.jpg,spurious_copper,2128,725,2165,764
images\Spurious_copper\01_spurious_copper_16.jpg,spurious_copper,2629,532,2690,584
images\Spurious_copper\01_spurious_copper_16.jpg,spurious_copper,1669,422,1740,479
images\Spurious_copper\01_spurious_copper_17.jpg,spurious_copper,1780,898,1833,1003
images\Spurious_copper\01_spurious_copper_17.jpg,spurious_copper,2124,1297,2198,1358
images\Spurious_copper\01_spurious_copper_17.jpg,spurious_copper,1844,1383,2001,1435
images\Spurious_copper\01_spurious_copper_18.jpg,spurious_copper,1680,886,1754,1012
images\Spurious_copper\01_spurious_copper_18.jpg,spurious_copper,1181,1093,1366,1164
images\Spurious_copper\01_spurious_copper_18.jpg,spurious_copper,754,1286,821,1359
images\Spurious_copper\01_spurious_copper_19.jpg,spurious_copper,2147,1189,2250,1280
images\Spurious_copper\01_spurious_copper_19.jpg,spurious_copper,1688,1274,1745,1375
images\Spurious_copper\01_spurious_copper_19.jpg,spurious_copper,445,985,481,1066
images\Spurious_copper\01_spurious_copper_20.jpg,spurious_copper,1626,869,1680,983
images\Spurious_copper\01_spurious_copper_20.jpg,spurious_copper,1610,1124,1746,1180
images\Spurious_copper\01_spurious_copper_20.jpg,spurious_copper,2783,783,2842,916
images\Spurious_copper\04_spurious_copper_01.jpg,spurious_copper,773,2085,880,2150
images\Spurious_copper\04_spurious_copper_01.jpg,spurious_copper,654,1229,766,1275
images\Spurious_copper\04_spurious_copper_01.jpg,spurious_copper,629,1325,660,1419
images\Spurious_copper\04_spurious_copper_02.jpg,spurious_copper,819,1232,931,1270
images\Spurious_copper\04_spurious_copper_02.jpg,spurious_copper,1916,1787,1961,1851
images\Spurious_copper\04_spurious_copper_02.jpg,spurious_copper,1165,1881,1203,1962
images\Spurious_copper\04_spurious_copper_03.jpg,spurious_copper,1790,1129,1912,1163
images\Spurious_copper\04_spurious_copper_03.jpg,spurious_copper,2103,626,2133,717
images\Spurious_copper\04_spurious_copper_03.jpg,spurious_copper,2189,832,2239,937
images\Spurious_copper\04_spurious_copper_04.jpg,spurious_copper,1796,1019,1839,1089
images\Spurious_copper\04_spurious_copper_04.jpg,spurious_copper,474,1236,527,1382
images\Spurious_copper\04_spurious_copper_04.jpg,spurious_copper,938,1106,1023,1176
images\Spurious_copper\04_spurious_copper_05.jpg,spurious_copper,2190,837,2236,962
images\Spurious_copper\04_spurious_copper_05.jpg,spurious_copper,2099,633,2143,750
images\Spurious_copper\04_spurious_copper_05.jpg,spurious_copper,2378,1015,2468,1095
images\Spurious_copper\04_spurious_copper_06.jpg,spurious_copper,2618,991,2662,1091
images\Spurious_copper\04_spurious_copper_06.jpg,spurious_copper,1922,1779,1953,1849
images\Spurious_copper\04_spurious_copper_06.jpg,spurious_copper,2444,1360,2485,1446
images\Spurious_copper\04_spurious_copper_07.jpg,spurious_copper,1937,1257,1990,1399
images\Spurious_copper\04_spurious_copper_07.jpg,spurious_copper,1935,1422,1988,1577
images\Spurious_copper\04_spurious_copper_07.jpg,spurious_copper,309,530,346,628
images\Spurious_copper\04_spurious_copper_08.jpg,spurious_copper,802,2095,992,2138
images\Spurious_copper\04_spurious_copper_08.jpg,spurious_copper,2433,1757,2533,1792
images\Spurious_copper\04_spurious_copper_08.jpg,spurious_copper,2487,1438,2663,1471
images\Spurious_copper\04_spurious_copper_09.jpg,spurious_copper,1947,1260,1987,1370
images\Spurious_copper\04_spurious_copper_09.jpg,spurious_copper,2371,1028,2462,1100
images\Spurious_copper\04_spurious_copper_09.jpg,spurious_copper,483,1234,513,1411
images\Spurious_copper\04_spurious_copper_10.jpg,spurious_copper,1800,1017,1840,1093
images\Spurious_copper\04_spurious_copper_10.jpg,spurious_copper,1626,714,1663,815
images\Spurious_copper\04_spurious_copper_10.jpg,spurious_copper,382,2220,529,2254
images\Spurious_copper\04_spurious_copper_11.jpg,spurious_copper,2624,1683,2657,1848
images\Spurious_copper\04_spurious_copper_11.jpg,spurious_copper,1168,1897,1204,2001
images\Spurious_copper\04_spurious_copper_11.jpg,spurious_copper,2609,1020,2665,1235
images\Spurious_copper\04_spurious_copper_12.jpg,spurious_copper,2189,840,2226,952
images\Spurious_copper\04_spurious_copper_12.jpg,spurious_copper,1946,1259,1984,1407
images\Spurious_copper\04_spurious_copper_12.jpg,spurious_copper,670,1241,953,1268
images\Spurious_copper\04_spurious_copper_13.jpg,spurious_copper,2101,633,2141,768
images\Spurious_copper\04_spurious_copper_13.jpg,spurious_copper,870,1086,946,1143
images\Spurious_copper\04_spurious_copper_13.jpg,spurious_copper,944,1114,1015,1170
images\Spurious_copper\04_spurious_copper_14.jpg,spurious_copper,2182,831,2244,962
images\Spurious_copper\04_spurious_copper_14.jpg,spurious_copper,1944,1364,1991,1528
images\Spurious_copper\04_spurious_copper_14.jpg,spurious_copper,1910,1775,1964,1861
images\Spurious_copper\04_spurious_copper_15.jpg,spurious_copper,2613,1637,2664,1826
images\Spurious_copper\04_spurious_copper_15.jpg,spurious_copper,633,1237,748,1291
images\Spurious_copper\04_spurious_copper_15.jpg,spurious_copper,369,2223,464,2258
images\Spurious_copper\04_spurious_copper_16.jpg,spurious_copper,529,1966,600,2024
images\Spurious_copper\04_spurious_copper_16.jpg,spurious_copper,479,1313,511,1462
images\Spurious_copper\04_spurious_copper_16.jpg,spurious_copper,624,1255,666,1427
images\Spurious_copper\04_spurious_copper_17.jpg,spurious_copper,1163,1862,1209,1975
images\Spurious_copper\04_spurious_copper_17.jpg,spurious_copper,2362,1011,2457,1074
images\Spurious_copper\04_spurious_copper_17.jpg,spurious_copper,2423,1756,2548,1792
images\Spurious_copper\04_spurious_copper_18.jpg,spurious_copper,2100,629,2143,740
images\Spurious_copper\04_spurious_copper_18.jpg,spurious_copper,2194,828,2232,959
images\Spurious_copper\04_spurious_copper_18.jpg,spurious_copper,1625,716,1659,812
images\Spurious_copper\04_spurious_copper_19.jpg,spurious_copper,1778,775,1815,874
images\Spurious_copper\04_spurious_copper_19.jpg,spurious_copper,2268,408,2407,459
images\Spurious_copper\04_spurious_copper_19.jpg,spurious_copper,308,539,342,614
images\Spurious_copper\04_spurious_copper_20.jpg,spurious_copper,2190,871,2235,1028
images\Spurious_copper\04_spurious_copper_20.jpg,spurious_copper,955,1230,1126,1277
images\Spurious_copper\04_spurious_copper_20.jpg,spurious_copper,874,1091,947,1139
images\Spurious_copper\05_spurious_copper_01.jpg,spurious_copper,1511,662,1597,701
images\Spurious_copper\05_spurious_copper_01.jpg,spurious_copper,606,596,766,645
images\Spurious_copper\05_spurious_copper_01.jpg,spurious_copper,1927,1349,2022,1398
images\Spurious_copper\05_spurious_copper_01.jpg,spurious_copper,1642,293,1711,365
images\Spurious_copper\05_spurious_copper_01.jpg,spurious_copper,2111,1631,2153,1699
images\Spurious_copper\05_spurious_copper_02.jpg,spurious_copper,977,832,1103,876
images\Spurious_copper\05_spurious_copper_02.jpg,spurious_copper,1524,779,1652,818
images\Spurious_copper\05_spurious_copper_02.jpg,spurious_copper,1836,1353,1938,1393
images\Spurious_copper\05_spurious_copper_02.jpg,spurious_copper,172,1307,249,1373
images\Spurious_copper\05_spurious_copper_02.jpg,spurious_copper,1156,1351,1195,1448
images\Spurious_copper\05_spurious_copper_03.jpg,spurious_copper,2020,1365,2086,1434
images\Spurious_copper\05_spurious_copper_03.jpg,spurious_copper,1914,1460,2074,1501
images\Spurious_copper\05_spurious_copper_03.jpg,spurious_copper,1172,1751,1280,1810
images\Spurious_copper\05_spurious_copper_03.jpg,spurious_copper,1544,1834,1695,1881
images\Spurious_copper\05_spurious_copper_03.jpg,spurious_copper,2277,1553,2369,1598
images\Spurious_copper\05_spurious_copper_04.jpg,spurious_copper,1544,1099,1649,1204
images\Spurious_copper\05_spurious_copper_04.jpg,spurious_copper,227,1345,347,1374
images\Spurious_copper\05_spurious_copper_04.jpg,spurious_copper,1928,1454,2061,1496
images\Spurious_copper\05_spurious_copper_04.jpg,spurious_copper,2066,1809,2156,1882
images\Spurious_copper\05_spurious_copper_04.jpg,spurious_copper,2053,1582,2103,1684
images\Spurious_copper\05_spurious_copper_05.jpg,spurious_copper,745,892,906,935
images\Spurious_copper\05_spurious_copper_05.jpg,spurious_copper,303,659,474,703
images\Spurious_copper\05_spurious_copper_05.jpg,spurious_copper,660,318,836,373
images\Spurious_copper\05_spurious_copper_05.jpg,spurious_copper,1810,1354,2010,1406
images\Spurious_copper\05_spurious_copper_05.jpg,spurious_copper,1506,1232,1544,1348
images\Spurious_copper\05_spurious_copper_06.jpg,spurious_copper,1810,1345,1977,1401
images\Spurious_copper\05_spurious_copper_06.jpg,spurious_copper,1933,363,2056,412
images\Spurious_copper\05_spurious_copper_06.jpg,spurious_copper,1519,653,1649,706
images\Spurious_copper\05_spurious_copper_06.jpg,spurious_copper,1877,782,1980,824
images\Spurious_copper\05_spurious_copper_06.jpg,spurious_copper,1497,1240,1544,1354
images\Spurious_copper\05_spurious_copper_07.jpg,spurious_copper,555,662,789,706
images\Spurious_copper\05_spurious_copper_07.jpg,spurious_copper,1517,893,1627,934
images\Spurious_copper\05_spurious_copper_07.jpg,spurious_copper,1803,878,1853,1029
images\Spurious_copper\05_spurious_copper_07.jpg,spurious_copper,1319,1229,1370,1392
images\Spurious_copper\05_spurious_copper_07.jpg,spurious_copper,130,1337,200,1423
images\Spurious_copper\05_spurious_copper_08.jpg,spurious_copper,703,1340,850,1379
images\Spurious_copper\05_spurious_copper_08.jpg,spurious_copper,1835,1309,1983,1349
images\Spurious_copper\05_spurious_copper_08.jpg,spurious_copper,1755,1363,1902,1399
images\Spurious_copper\05_spurious_copper_08.jpg,spurious_copper,152,1032,191,1171
images\Spurious_copper\05_spurious_copper_08.jpg,spurious_copper,2341,1640,2375,1751
images\Spurious_copper\05_spurious_copper_09.jpg,spurious_copper,1145,370,1186,504
images\Spurious_copper\05_spurious_copper_09.jpg,spurious_copper,1720,1460,1888,1499
images\Spurious_copper\05_spurious_copper_09.jpg,spurious_copper,1883,1532,2089,1576
images\Spurious_copper\05_spurious_copper_09.jpg,spurious_copper,2113,1592,2156,1712
images\Spurious_copper\05_spurious_copper_09.jpg,spurious_copper,1399,1913,1563,1959
images\Spurious_copper\05_spurious_copper_10.jpg,spurious_copper,641,315,861,368
images\Spurious_copper\05_spurious_copper_10.jpg,spurious_copper,542,706,714,757
images\Spurious_copper\05_spurious_copper_10.jpg,spurious_copper,1525,656,1669,707
images\Spurious_copper\05_spurious_copper_10.jpg,spurious_copper,1530,1078,1653,1201
images\Spurious_copper\05_spurious_copper_10.jpg,spurious_copper,1867,1349,2027,1401
images\Spurious_copper\06_spurious_copper_01.jpg,spurious_copper,2549,1522,2594,1644
images\Spurious_copper\06_spurious_copper_01.jpg,spurious_copper,1455,1517,1552,1564
images\Spurious_copper\06_spurious_copper_01.jpg,spurious_copper,2069,614,2111,715
images\Spurious_copper\06_spurious_copper_01.jpg,spurious_copper,1052,1915,1120,1947
images\Spurious_copper\06_spurious_copper_01.jpg,spurious_copper,1637,1867,1724,1900
images\Spurious_copper\06_spurious_copper_02.jpg,spurious_copper,925,2146,1054,2192
images\Spurious_copper\06_spurious_copper_02.jpg,spurious_copper,1272,1107,1313,1159
images\Spurious_copper\06_spurious_copper_02.jpg,spurious_copper,993,1014,1089,1059
images\Spurious_copper\06_spurious_copper_02.jpg,spurious_copper,849,1392,893,1473
images\Spurious_copper\06_spurious_copper_02.jpg,spurious_copper,1384,647,1425,734
images\Spurious_copper\06_spurious_copper_03.jpg,spurious_copper,1133,425,1291,470
images\Spurious_copper\06_spurious_copper_03.jpg,spurious_copper,2060,846,2111,964
images\Spurious_copper\06_spurious_copper_03.jpg,spurious_copper,1010,493,1047,573
images\Spurious_copper\06_spurious_copper_03.jpg,spurious_copper,2057,322,2101,419
images\Spurious_copper\06_spurious_copper_03.jpg,spurious_copper,1510,632,1560,737
images\Spurious_copper\06_spurious_copper_04.jpg,spurious_copper,381,937,516,981
images\Spurious_copper\06_spurious_copper_04.jpg,spurious_copper,1108,897,1210,932
images\Spurious_copper\06_spurious_copper_04.jpg,spurious_copper,1111,841,1181,876
images\Spurious_copper\06_spurious_copper_04.jpg,spurious_copper,1393,646,1435,731
images\Spurious_copper\06_spurious_copper_04.jpg,spurious_copper,716,895,757,986
images\Spurious_copper\06_spurious_copper_05.jpg,spurious_copper,2482,1831,2535,1949
images\Spurious_copper\06_spurious_copper_05.jpg,spurious_copper,1365,1114,1399,1202
images\Spurious_copper\06_spurious_copper_05.jpg,spurious_copper,843,1398,891,1492
images\Spurious_copper\06_spurious_copper_05.jpg,spurious_copper,1465,1517,1582,1559
images\Spurious_copper\06_spurious_copper_05.jpg,spurious_copper,1640,1863,1728,1912
images\Spurious_copper\06_spurious_copper_06.jpg,spurious_copper,2067,1144,2104,1239
images\Spurious_copper\06_spurious_copper_06.jpg,spurious_copper,2559,1537,2594,1673
images\Spurious_copper\06_spurious_copper_06.jpg,spurious_copper,296,703,399,756
images\Spurious_copper\06_spurious_copper_06.jpg,spurious_copper,1106,839,1193,881
images\Spurious_copper\06_spurious_copper_06.jpg,spurious_copper,2172,1449,2240,1581
images\Spurious_copper\06_spurious_copper_07.jpg,spurious_copper,1145,663,1238,710
images\Spurious_copper\06_spurious_copper_07.jpg,spurious_copper,1576,422,1689,464
images\Spurious_copper\06_spurious_copper_07.jpg,spurious_copper,1911,2078,2045,2127
images\Spurious_copper\06_spurious_copper_07.jpg,spurious_copper,1055,788,1116,817
images\Spurious_copper\06_spurious_copper_07.jpg,spurious_copper,2052,315,2104,410
images\Spurious_copper\06_spurious_copper_08.jpg,spurious_copper,2060,658,2108,786
images\Spurious_copper\06_spurious_copper_08.jpg,spurious_copper,1810,1075,1842,1176
images\Spurious_copper\06_spurious_copper_08.jpg,spurious_copper,1827,1368,1859,1447
images\Spurious_copper\06_spurious_copper_08.jpg,spurious_copper,228,707,306,751
images\Spurious_copper\06_spurious_copper_08.jpg,spurious_copper,1599,1442,1632,1535
images\Spurious_copper\06_spurious_copper_09.jpg,spurious_copper,1172,429,1289,469
images\Spurious_copper\06_spurious_copper_09.jpg,spurious_copper,1497,1515,1591,1555
images\Spurious_copper\06_spurious_copper_09.jpg,spurious_copper,1108,834,1181,872
images\Spurious_copper\06_spurious_copper_09.jpg,spurious_copper,706,892,741,991
images\Spurious_copper\06_spurious_copper_09.jpg,spurious_copper,1055,1136,1114,1171
images\Spurious_copper\06_spurious_copper_10.jpg,spurious_copper,1299,429,1393,461
images\Spurious_copper\06_spurious_copper_10.jpg,spurious_copper,2068,804,2105,955
images\Spurious_copper\06_spurious_copper_10.jpg,spurious_copper,942,2155,1074,2192
images\Spurious_copper\06_spurious_copper_10.jpg,spurious_copper,2409,1856,2448,1930
images\Spurious_copper\06_spurious_copper_10.jpg,spurious_copper,2412,1301,2446,1389
images\Spurious_copper\07_spurious_copper_01.jpg,spurious_copper,975,244,1108,298
images\Spurious_copper\07_spurious_copper_01.jpg,spurious_copper,930,988,1086,1041
images\Spurious_copper\07_spurious_copper_01.jpg,spurious_copper,1451,879,1513,984
images\Spurious_copper\07_spurious_copper_01.jpg,spurious_copper,1591,819,1639,920
images\Spurious_copper\07_spurious_copper_01.jpg,spurious_copper,1856,1001,1975,1046
images\Spurious_copper\07_spurious_copper_02.jpg,spurious_copper,1163,386,1236,481
images\Spurious_copper\07_spurious_copper_02.jpg,spurious_copper,1523,655,1630,710
images\Spurious_copper\07_spurious_copper_02.jpg,spurious_copper,1022,922,1158,986
images\Spurious_copper\07_spurious_copper_02.jpg,spurious_copper,1951,500,2036,586
images\Spurious_copper\07_spurious_copper_02.jpg,spurious_copper,1173,1296,1318,1346
images\Spurious_copper\07_spurious_copper_03.jpg,spurious_copper,1596,824,1637,936
images\Spurious_copper\07_spurious_copper_03.jpg,spurious_copper,1873,789,1918,891
images\Spurious_copper\07_spurious_copper_03.jpg,spurious_copper,684,746,737,865
images\Spurious_copper\07_spurious_copper_03.jpg,spurious_copper,1444,877,1496,972
images\Spurious_copper\07_spurious_copper_03.jpg,spurious_copper,410,615,498,691
images\Spurious_copper\07_spurious_copper_04.jpg,spurious_copper,1737,819,1782,936
images\Spurious_copper\07_spurious_copper_04.jpg,spurious_copper,2146,936,2194,1032
images\Spurious_copper\07_spurious_copper_04.jpg,spurious_copper,2144,793,2261,850
images\Spurious_copper\07_spurious_copper_04.jpg,spurious_copper,1824,988,1947,1041
images\Spurious_copper\07_spurious_copper_04.jpg,spurious_copper,720,448,829,500
images\Spurious_copper\07_spurious_copper_05.jpg,spurious_copper,1541,660,1667,713
images\Spurious_copper\07_spurious_copper_05.jpg,spurious_copper,2205,581,2263,667
images\Spurious_copper\07_spurious_copper_05.jpg,spurious_copper,1460,874,1492,982
images\Spurious_copper\07_spurious_copper_05.jpg,spurious_copper,934,993,1065,1036
images\Spurious_copper\07_spurious_copper_05.jpg,spurious_copper,1939,484,2042,598
images\Spurious_copper\07_spurious_copper_06.jpg,spurious_copper,1068,529,1129,651
images\Spurious_copper\07_spurious_copper_06.jpg,spurious_copper,889,1107,1029,1151
